GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
report.aggregate/asmeta.simulator,org.asmeta.simulator.util,MonitoredFinder,131,0,26,0,32,0,31,0,18,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.util,InputMismatchException,4,0,0,0,2,0,1,0,1,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,AsmModelNotFoundException,13,0,0,0,2,0,1,0,1,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,Simulator,1090,0,112,0,254,0,82,0,26,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,SimulatorAllUpdateSets,897,0,96,0,200,0,69,0,21,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,SimulatorForMonitoringNonDet,42,0,0,0,8,0,4,0,4,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,AsmetaSimulatorWR,128,0,2,0,25,0,8,0,7,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,Debugger,120,0,20,0,40,0,12,0,2,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,MainRuleNotFoundException,13,0,0,0,2,0,1,0,1,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.main,SimulatorForMonitoring,43,0,0,0,8,0,4,0,4,0
report.aggregate/asmeta.simulator,org.asmeta.simulator.wrapper,RuleFactory,24,55,0,0,6,15,6,11,6,11
report.aggregate/asmeta.simulator,org.asmeta.simulator.wrapper,TermFactory,45,66,0,0,9,15,9,13,9,13
report.aggregate/asmeta.cli,asmeta.cli,AsmetaCLI,190,0,20,0,41,0,14,0,4,0
report.aggregate/asmeta.cli,asmeta.cli,ASMFileFilter,23,0,6,0,5,0,6,0,3,0
report.aggregate/asmeta.smv,org.asmeta.nusmv.cli,AsmetaSMVcli,115,0,20,0,24,0,14,0,4,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,UpdateMap,92,76,8,6,12,21,8,11,3,9
report.aggregate/asmeta.smv,org.asmeta.nusmv,DoesTermContainConds,56,72,7,7,8,19,15,13,8,13
report.aggregate/asmeta.smv,org.asmeta.nusmv,AsmetaSMV.new Comparator() {...},21,0,4,0,8,0,4,0,2,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,AsmInfo,258,0,6,0,49,0,7,0,4,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,LocationsValues,46,0,0,0,12,0,6,0,6,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,RuleVisitor,433,893,38,54,70,181,30,43,4,23
report.aggregate/asmeta.smv,org.asmeta.nusmv,DerivedVisitor.Node,0,18,0,0,0,6,0,2,0,2
report.aggregate/asmeta.smv,org.asmeta.nusmv,FunctionVisitor,895,883,96,108,122,148,80,63,15,26
report.aggregate/asmeta.smv,org.asmeta.nusmv,LocationValue,32,0,0,0,6,0,2,0,2,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,LocationVisitor,4,0,0,0,2,0,2,0,2,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,StreamGobbler,45,0,2,0,13,0,3,0,2,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,Environment,50,77,5,5,8,18,8,5,4,4
report.aggregate/asmeta.smv,org.asmeta.nusmv,MapVisitor,958,3085,130,278,163,600,102,162,9,51
report.aggregate/asmeta.smv,org.asmeta.nusmv,Name,29,0,4,0,11,0,5,0,3,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,SeqRuleVisitor,466,107,53,7,89,25,33,6,3,6
report.aggregate/asmeta.smv,org.asmeta.nusmv,AsmetaSMV,544,204,67,13,116,45,55,9,17,7
report.aggregate/asmeta.smv,org.asmeta.nusmv,GetFunctionDomains,58,0,4,0,20,0,10,0,8,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,TermVisitor,301,859,55,99,44,177,50,53,4,22
report.aggregate/asmeta.smv,org.asmeta.nusmv,UpdatedValue,38,0,0,0,8,0,4,0,4,0
report.aggregate/asmeta.smv,org.asmeta.nusmv,DerivedVisitor,104,501,10,30,14,108,13,27,5,15
report.aggregate/asmeta.smv,org.asmeta.nusmv,AsmetaSMVOptions,14,44,0,0,9,21,5,10,5,10
report.aggregate/asmeta.smv,org.asmeta.nusmv,Counter,33,0,4,0,15,0,4,0,2,0
report.aggregate/asmeta.smv,org.asmeta.nusmv.util,AsmNotSupportedException,0,9,0,0,0,4,0,2,0,2
report.aggregate/asmeta.smv,org.asmeta.nusmv.util,Util,301,1345,88,278,51,306,88,154,11,48
report.aggregate/asmeta.smv,org.asmeta.nusmv.util,ConditionStack,3,38,0,4,1,12,1,6,1,4
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,RuleSimplifier,138,508,20,34,32,114,17,27,2,15
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,ForallRuleFlattener,4,164,2,12,1,43,2,10,0,5
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,MacroCallRuleFlattener,19,329,13,23,3,66,13,11,0,6
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,ReplaceValue,179,377,13,25,36,85,15,20,5,11
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,LetRuleFlattener,59,185,6,14,7,40,6,8,0,4
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,ChooseRuleFlattener,0,187,0,2,0,43,0,4,0,3
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,CaseRuleFlattener,17,144,6,12,2,37,4,9,0,4
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,DerivedRemoverRuleFlattener,91,0,6,0,27,0,17,0,14,0
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,RuleFlattener,184,660,24,52,31,132,19,34,2,13
report.aggregate/asmeta.flattener,org.asmeta.flattener.rule,AsmetaFlattener,20,35,3,13,3,14,2,7,0,1
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,TermRenameVars,212,378,19,31,44,82,23,28,9,17
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,TermFlattenerVisitor,0,3,0,0,0,1,0,1,0,1
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,TermDerivedRemover,367,0,36,0,82,0,38,0,20,0
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,Utils,168,0,20,0,42,0,16,0,6,0
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,ValuesCombinator,3,125,0,10,1,23,1,7,1,2
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,ReplaceTerm,421,0,50,0,103,0,41,0,16,0
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,TermSimplifier,238,998,58,130,45,209,60,78,15,29
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,DomainVisitor,113,359,24,42,18,82,17,22,0,6
report.aggregate/asmeta.flattener,org.asmeta.flattener.term,ReplaceValueInTerm,153,229,8,22,28,57,12,19,6,10
report.aggregate/asmeta.flattener,org.asmeta.flattener.undef,GetUndefSource,44,233,3,21,10,52,8,20,5,11
report.aggregate/asmeta.flattener,org.asmeta.flattener.undef,UndefRemover,0,512,4,40,0,118,4,26,0,8
report.aggregate/asmeta.flattener,org.asmeta.flattener.undef,GetFunctionsInTerm,245,60,14,4,49,16,20,12,13,10
report.aggregate/asmeta.flattener,org.asmeta.flattener.undef,RewriteRules,9,155,1,9,4,38,2,6,1,2
report.aggregate/asmeta.flattener,org.asmeta.flattener.undef,GetUndefInTerm,226,59,41,5,51,15,34,13,13,11
report.aggregate/asmeta.flattener,org.asmeta.flattener.undef,EvalUndefInTerm,281,85,45,9,72,24,37,11,13,8
report.aggregate/asmeta.flattener,org.asmeta.flattener.undef,GetDependencies,93,240,7,25,20,57,12,21,7,10
report.aggregate/asmeta.flattener,org.asmeta.flattener.args,RemoveArgumentsTermFlattener,217,860,54,128,41,179,53,70,7,25
report.aggregate/asmeta.flattener,org.asmeta.flattener.args,RemoveArgumentsRuleFlattener,64,442,10,20,12,93,11,21,2,15
report.aggregate/asmeta.flattener,org.asmeta.flattener.util,StdlFunction,11,198,4,12,1,37,5,12,1,8
report.aggregate/asmeta.flattener,org.asmeta.flattener,FlattenerSetting,3,3,0,0,1,1,1,1,1,1
report.aggregate/asmeta.flattener,org.asmeta.flattener,RemoveArgumentsFlattener,57,94,0,6,14,20,2,6,2,3
report.aggregate/asmeta.flattener,org.asmeta.flattener,AsmetaMultipleFlattener,23,211,7,23,6,45,9,13,2,5
report.aggregate/asmeta.flattener,org.asmeta.flattener.nesting,RemoveNestingFlattener,95,595,23,47,18,146,26,30,5,16
report.aggregate/asmeta.flattener,org.asmeta.flattener.statistics,StatisticsVisitor,551,0,30,0,105,0,33,0,18,0
report.aggregate/asmeta.flattener,org.asmeta.flattener.statistics,Statistics,322,118,18,2,56,26,13,7,3,7
