AsmSpec,EvoAvalla,Random,Atgt
Ascensore,79427,50,709
ATM3v2,0,88,0
CashPoint,115016,8,0
Cassaforte,0,39,0
Certifier_nochoose_noundef,81204,48,4122
CoffeeVendingMachineNC,76022,11,0
Contatore_U_DA_H,75440,3,0
Dado,78505,5,0
Ferryman,78645,0,0
Forno,74622,18,903
LIFT,0,237,0
Phd_master_flat2_v1,88335,25,2290
Pillbox_1,79102,9,3840
RailroadGate,75874,2,0
RegistroDiCassav4,78372,3,0
SiGistica,83483,0,0
SIS,0,62,728
SmartHome,0,31,0
Stufa,79117,0,0
TrafficLightv2,76537,15,0
