execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_Ferryman_65afcb6f-5f5f-4350-b369-b4018ded4a74,Ferryman,r_MoveCarry(),2,2,0,2,1,none
exec_Forno_72f7ea55-ba74-42dd-9c8e-293f526689a8,Forno,r_Main(),4,4,4,7,7,none
exec_Phd_master_flat2_v1_b3a1c5fe-dfbc-45bf-972b-629a556f9a7f,Phd_master_flat2_v1,r_Unassociated(),0,0,0,14,14,none
exec_Phd_master_flat2_v1_b3a1c5fe-dfbc-45bf-972b-629a556f9a7f,Phd_master_flat2_v1,r_Operating(),0,0,0,18,18,none
exec_Phd_master_flat2_v1_b3a1c5fe-dfbc-45bf-972b-629a556f9a7f,Phd_master_flat2_v1,r_Disassociating(),0,0,0,20,18,none
exec_Phd_master_flat2_v1_b3a1c5fe-dfbc-45bf-972b-629a556f9a7f,Phd_master_flat2_v1,r_Main(),3,3,3,0,0,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_drawerOpened(),1,1,1,3,3,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_drawerClosed(),0,0,0,4,4,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_timeOutExpired_drawerOpened(),0,0,0,5,5,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_pillToBeTaken(),1,1,0,3,3,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_writeToFile(),0,0,0,0,0,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_takeInTimeout(),1,1,0,3,3,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_timeOutExpired_missedPill(),0,0,0,5,5,none
exec_Pillbox_1_0c382591-8eb8-43ee-9fee-738f6d3f6efb,Pillbox_1,r_Main(),16,15,14,3,3,none
exec_RailroadGate_2ebf19fb-6263-434b-a485-a02ef5568dfd,RailroadGate,r_Main(),2,2,2,4,4,none
exec_RegistroDiCassav4_b90e5c62-0ca2-487d-b368-1c4880cc3bab,RegistroDiCassav4,r_pizzaStandardSelezionata(),2,0,1,4,0,none
exec_RegistroDiCassav4_b90e5c62-0ca2-487d-b368-1c4880cc3bab,RegistroDiCassav4,r_scegliTipoDiPizza(),3,3,3,4,4,none
exec_RegistroDiCassav4_b90e5c62-0ca2-487d-b368-1c4880cc3bab,RegistroDiCassav4,r_attendiOrdinazioni(),3,3,3,5,5,none
exec_RegistroDiCassav4_b90e5c62-0ca2-487d-b368-1c4880cc3bab,RegistroDiCassav4,r_altraPizzaSelezionata(),1,0,1,1,0,none
exec_RegistroDiCassav4_b90e5c62-0ca2-487d-b368-1c4880cc3bab,RegistroDiCassav4,r_Main(),0,0,0,0,0,none
exec_RegistroDiCassav4_b90e5c62-0ca2-487d-b368-1c4880cc3bab,RegistroDiCassav4,r_scegliSeAggiungerePizza(),3,3,3,4,4,none
exec_SiGistica_822a8f0e-9da1-4f8b-8b99-6bd93d7799c8,SiGistica,r_rifornimento(),0,0,0,1,1,none
exec_SiGistica_822a8f0e-9da1-4f8b-8b99-6bd93d7799c8,SiGistica,r_pagamento(),1,1,0,1,1,none
exec_SiGistica_822a8f0e-9da1-4f8b-8b99-6bd93d7799c8,SiGistica,r_Main(),0,0,0,0,0,none
exec_SiGistica_822a8f0e-9da1-4f8b-8b99-6bd93d7799c8,SiGistica,r_autista(),0,0,0,1,1,none
exec_SiGistica_822a8f0e-9da1-4f8b-8b99-6bd93d7799c8,SiGistica,r_officina(UffLog),3,2,2,2,2,none
exec_SiGistica_822a8f0e-9da1-4f8b-8b99-6bd93d7799c8,SiGistica,r_info(),1,1,0,1,1,none
exec_SiGistica_822a8f0e-9da1-4f8b-8b99-6bd93d7799c8,SiGistica,r_choosePag(),0,0,0,0,0,none
exec_TrafficLightv2_52ad194e-4255-42f3-b05f-455e5afd4e70,TrafficLightv2,r_green(),2,2,2,5,5,none
exec_TrafficLightv2_52ad194e-4255-42f3-b05f-455e5afd4e70,TrafficLightv2,r_Main(),0,0,0,0,0,none
exec_TrafficLightv2_52ad194e-4255-42f3-b05f-455e5afd4e70,TrafficLightv2,r_pending(),1,1,1,3,3,none
exec_TrafficLightv2_52ad194e-4255-42f3-b05f-455e5afd4e70,TrafficLightv2,r_red(),1,1,1,3,3,none
exec_TrafficLightv2_52ad194e-4255-42f3-b05f-455e5afd4e70,TrafficLightv2,r_yellow(),1,1,1,3,3,none
