AsmSpec,EvoAvalla,Random,Atgt
Ascensore,79464,40,668
ATM3v2,141435,53,0
CashPoint,86238,11,0
Cassaforte,0,33,0
Certifier_nochoose_noundef,80405,30,4320
CoffeeVendingMachineNC,75565,11,0
Contatore_U_DA_H,74996,0,0
Dado,75809,4,0
Ferryman,77532,12,0
Forno,79078,6,1050
LIFT,0,773,0
Phd_master_flat2_v1,91030,20,2639
Pillbox_1,87528,16,3851
RailroadGate,76854,5,0
RegistroDiCassav4,79927,6,0
SiGistica,78601,11,0
SIS,0,52,1103
SmartHome,0,44,0
Stufa,78575,1,0
TrafficLightv2,74905,9,0
