AsmSpec,EvoAvalla,Random,Atgt
Ascensore,79644,47,3589
ATM3v2,0,128,0
CashPoint,88351,25,0
Cassaforte,0,75,0
Certifier_nochoose_noundef,97601,27,5217
CoffeeVendingMachineNC,76489,21,0
Contatore_U_DA_H,75114,0,0
Dado,96431,8,0
Ferryman,82377,3,0
Forno,73584,8,367
LIFT,0,264,0
Phd_master_flat2_v1,83122,16,2181
Pillbox_1,77860,12,3137
RailroadGate,74566,3,0
RegistroDiCassav4,77177,2,0
SiGistica,86471,12,0
SIS,0,43,750
SmartHome,0,40,0
Stufa,78622,2,0
TrafficLightv2,73233,15,0
