AsmSpec,EvoAvalla,Random,Atgt
Ascensore,79943,38,1215
ATM3v2,0,144,0
CashPoint,107961,16,0
Cassaforte,0,31,0
Certifier_nochoose_noundef,85160,37,4735
CoffeeVendingMachineNC,78252,22,0
Contatore_U_DA_H,81832,0,0
Dado,78528,44,0
Ferryman,75246,6,0
Forno,73541,11,328
LIFT,0,471,0
Phd_master_flat2_v1,82809,45,2163
Pillbox_1,78294,27,3106
RailroadGate,74404,3,0
RegistroDiCassav4,77294,7,0
SiGistica,76748,5,0
SIS,0,51,878
SmartHome,0,208,0
Stufa,75935,1,0
TrafficLightv2,73722,5,0
