asm_path,asm_name,n_macro,n_update,n_forall,n_branch,n_rule,approach,status,exec_time_ms,n_scenarios,n_step,n_set,n_check,macro_coverage,update_rule_coverage,forall_rule_coverage,branch_coverage,rule_coverage,n_failing_scenarios,n_val_error_scenarios,casemutator_score,chooserulemutator_score,condnegator_score,condremover_score,forallmutator_score,partoseqmutator_score,seqtoparmutator_score,ruleremover_score,casemutator_count,chooserulemutator_count,condnegator_count,condremover_count,forallmutator_count,partoseqmutator_count,seqtoparmutator_count,ruleremover_count
../../../asm_examples/erinda/FMS_IO.asm,FMS_IO,5,167,0,13,197,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,13,19,0,11,2,197
../../../asm_examples/examples/petriNets/petriNetNoEdgeWeightNoPlaceCapacity_NoSeq.asm,petriNetNoEdgeWeightNoPlaceCapacity_NoSeq,2,2,2,3,7,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,6,1,0,7
../../../asm_examples/examples/simple_example/MorraCinese/MorraCinese.asm,MorraCinese,1,4,0,1,6,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,3,1,0,0,0,1,0,7
../../../asm_examples/examples/traffic_light/oneWayTrafficLight2.asm,oneWayTrafficLight2,8,5,0,8,30,evoavalla,NO_VALID_SCENARIOS,65917.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,8,8,0,6,0,30
../../../asm_examples/systemc/counter/main.asm,main,1,0,0,0,1,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1
../../../asm_examples/examples/petriNets/petriNetEdgeWeightNoPlaceCapacity_NoSeq_Matrix_Murata17a.asm,petriNetEdgeWeightNoPlaceCapacity_NoSeq_Matrix_Murata17a,2,1,1,2,4,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,3,0,0,4
../../../asm_examples/examples/landingGearSystem/LGS_SE.asm,LGS_SE,4,38,0,9,66,evoavalla,OK,68931.0,7,33,29,280,1.0,1.0,NaN,0.6666667,1.0,0,0,1.0,NaN,1.0,0.5,NaN,0.0,NaN,1.0,17,0,9,12,0,15,0,71
../../../asm_examples/examples/filosofiEciliegie/filosofiEciliegieJustLeft.asm,filosofiEciliegieJustLeft,2,3,0,3,8,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,2,3,0,1,0,8
../../../asm_examples/examples/traffic_light/oneWayTrafficLight_inline.asm,oneWayTrafficLight_inline,6,5,0,8,34,evoavalla,NO_VALID_SCENARIOS,65684.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,8,8,0,9,0,34
../../../asm_examples/examples/simple_example/MorraCinese/MorraCineseWithAgents.asm,MorraCineseWithAgents,2,4,0,1,7,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,3,1,0,0,0,1,1,10
../../../asm_examples/DAS/TrafficMonitoringSystem/journal/trafficMonitoring.asm,trafficMonitoring,43,40,14,67,217,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,53,60,42,36,0,219
../../../asm_examples/PillBox/Level1/pillbox_1_for_RefProv.asm,pillbox_1_for_RefProv,9,30,0,19,69,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,19,23,0,8,0,68
../../../asm_examples/PHD/phd_master_flat2_v2.asm,phd_master_flat2_v2,64,144,0,67,338,evoavalla,OK,88748.0,49,110,107,587,1.0,0.6319444,NaN,0.8955224,0.8964497,0,0,NaN,NaN,0.9701493,0.9402985,NaN,0.015625,NaN,0.74852073,0,0,67,67,0,64,0,338
../../../asm_examples/examples/ermts_etcs/models/ertms_hl3_integer_disconnected_train.asm,ertms_hl3_integer_disconnected_train,15,54,16,42,134,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,2,0,26,37,48,26,1,137
../../../asm_examples/examples/simple_example/AdvancedClock2.asm,AdvancedClock2,2,3,0,3,9,evoavalla,OK,66204.0,2,10,1,0,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,0.0,0.0,NaN,0.0,NaN,0.0,0,0,3,3,0,2,0,9
../../../asm_examples/examples/smartHome/smartHome.asm,smartHome,24,25,0,34,95,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,3,0,34,39,0,15,0,104
../../../asm_examples/RTPatternLibrary/Test/Test_Sem_Sync.asm,Test_Sem_Sync,2,2,1,9,21,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,3,5,5,3,1,2,21
../../../asm_examples/examples/fsmsemantics/meta_hooking/FSM_spec0.asm,FSM_spec0,3,2,0,1,7,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,0,1,0,7
../../../asm_examples/stereoacuity/certifierRaff1.asm,certifierRaff1,13,15,0,9,43,evoavalla,OK,67809.0,5,15,6,102,1.0,0.8,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,0.0,NaN,0.9302326,0,0,9,18,0,5,0,43
../../../asm_examples/examples/petriNets/petriNetEdgeWeightNoPlaceCapacity_NoSeq_Matrix_v2.asm,petriNetEdgeWeightNoPlaceCapacity_NoSeq_Matrix_v2,2,1,1,2,4,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,3,0,0,4
../../../asm_examples/examples/hemodialysisDevice/SCP2017/HemodialysisRef3.asm,HemodialysisRef3,159,146,1,229,648,evoavalla,OK,118523.0,1,1,1,170,0.044025157,0.01369863,0.0,0.0349345,0.046296295,0,0,NaN,NaN,0.05263158,0.038297873,0.0,0.012820513,NaN,0.021705426,0,0,228,235,3,78,0,645
../../../asm_examples/examples/traffic_light/Timer/oneWayTrafficLight.asm,oneWayTrafficLight,5,4,0,4,13,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,4,0,1,0,13
../../../asm_examples/examples/petriNets/forModelAdvisor/petriNet_forModelAdvisor_InconsUpdateViolation.asm,petriNet_forModelAdvisor_InconsUpdateViolation,2,2,2,3,7,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,6,1,0,7
../../../asm_examples/PillBox/Level3/pillbox_FULL_elia.asm,pillbox_FULL_elia,7,19,1,10,43,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,9,9,3,6,0,42
../../../asm_examples/SystemCUMLProfile_metahooking/main.asm,main,1,0,0,0,1,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1
../../../asm_examples/examples/production_cell/press.asm,press,7,6,1,7,20,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,6,6,3,0,1,20
../../../asm_examples/systemc/counter2/main.asm,main,1,0,0,0,1,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1
../../../asm_examples/examples/ABZ2020/CarSystemModule/CarSystem006/CarSystem006main.asm,CarSystem006main,2,2,0,0,9,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,2,0,9
../../../asm_examples/examples/philosophers/philosophers2.asm,philosophers2,4,6,1,5,16,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,4,3,3,0,17
../../../asm_examples/examples/models/lift2.asm,lift2,8,7,0,6,29,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,6,6,0,6,0,29
../../../asm_examples/unibgstudents/RegistroDiCassa.asm,RegistroDiCassa,8,23,0,12,58,evoavalla,OK,67264.0,3,6,9,18,0.875,0.5652174,NaN,0.7916667,0.7413793,0,0,NaN,NaN,0.9166667,0.7692308,NaN,0.11111111,0.14285715,0.5689655,0,0,12,13,0,9,7,58
../../../asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingNoSelfHealer.asm,mainForModelCheckingNoSelfHealer,24,30,6,38,147,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,32,39,18,24,0,150
../../../asm_examples/examples/agents/processesSchedulerShortestJobNext.asm,processesSchedulerShortestJobNext,4,7,1,8,21,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/production_cell/DEPOSITBELT.asm,DEPOSITBELT,4,5,1,4,14,evoavalla,OK,65447.0,1,1,0,0,0.25,0.0,0.33333334,0.125,0.071428575,0,0,NaN,NaN,0.0,0.0,0.0,NaN,0.0,0.0,0,0,3,3,3,0,2,14
../../../asm_examples/examples/petriNets/forAsmetaSMV/petriNet_forNuSMV_notLive_bound1_deadlockFree.asm,petriNet_forNuSMV_notLive_bound1_deadlockFree,2,1,1,2,4,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,3,0,0,4
../../../asm_examples/examples/TrafficLightYakindu/TrafficLight3/TrafficLight_3.asm,TrafficLight_3,14,35,0,23,88,evoavalla,OK,69272.0,4,14,12,108,1.0,0.9714286,NaN,0.7826087,1.0,0,0,NaN,NaN,1.0,0.29166666,NaN,0.0625,NaN,0.9886364,0,0,23,24,0,16,0,88
../../../asm_examples/examples/ermts_etcs/models/integer_train.asm,integer_train,7,17,4,13,44,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,9,12,12,9,0,45
../../../asm_examples/examples/simple_example/SwapSort.asm,SwapSort,3,2,0,1,6,evoavalla,NO_VALID_SCENARIOS,65400.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,0,1,0,6
../../../asm_examples/examples/ticTacToe/ticTacToe_simulator_with_inv.asm,ticTacToe_simulator_with_inv,3,4,0,4,12,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,3,4,0,2,0,12
../../../asm_examples/examples/ferryman/ferrymanSimulator.asm,ferrymanSimulator,3,4,0,2,9,evoavalla,NO_VALID_SCENARIOS,66215.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,2,3,0,1,0,9
../../../asm_examples/examples/TrafficLightYakindu/TrafficLight_NOREF/TrafficLight_4_NOREF.asm,TrafficLight_4_NOREF,10,25,0,18,80,evoavalla,OK,67522.0,1,1,0,12,0.0,0.0,NaN,0.0,0.0,0,0,NaN,NaN,0.2777778,0.2777778,NaN,0.0,NaN,0.0,0,0,18,18,0,19,0,80
../../../asm_examples/examples/flashProtocol/flashProtocol_N2_L2_Q1_C.asm,flashProtocol_N2_L2_Q1_C,27,91,23,97,287,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/simple_example/while.asm,while,5,4,0,5,17,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,5,6,0,3,0,17
../../../asm_examples/unibgstudents/Contatore_U_DA_H.asm,Contatore_U_DA_H,5,4,0,4,15,evoavalla,OK,66287.0,2,2,1,0,0.4,0.25,NaN,0.375,0.33333334,0,0,NaN,NaN,0.0,0.0,NaN,0.0,NaN,0.0,0,0,4,4,0,3,0,15
../../../asm_examples/examples/roulette/roulette.asm,roulette,4,4,0,4,14,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,3,5,0,2,0,14
../../../asm_examples/stereoacuity/modelReview/certifierGroundWrongGuard.asm,certifierGroundWrongGuard,12,12,0,8,37,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,8,15,0,5,0,37
../../../asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR2.asm,mainForModelCheckingR2,31,42,9,59,199,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,50,61,27,31,0,209
../../../asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,coffeeVendingMachine,2,2,0,4,9,evoavalla,OK,66267.0,1,1,1,8,1.0,1.0,NaN,0.375,0.7777778,0,0,NaN,0.0,1.0,0.25,NaN,0.0,NaN,0.7777778,0,1,3,4,0,1,0,9
../../../asm_examples/examples/agents/producerConsumerGround.asm,producerConsumerGround,7,5,0,2,18,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,2,2,0,4,0,20
../../../asm_examples/examples/simple_example/MorraCinese/withActors/MorraCinese_withActors_raff2.asm,MorraCinese_withActors_raff2,1,7,0,2,13,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,3,1,1,1,0,4,0,14
../../../asm_examples/examples/NeedhamSchroeder/NeedhamSchroederLoweWithSpy.asm,NeedhamSchroederLoweWithSpy,13,20,1,11,81,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/systemc/orgate/main.asm,main,1,0,0,0,1,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1
../../../asm_examples/examples/traffic_light/oneWayTrafficLightOnlyPassedFlat.asm,oneWayTrafficLightOnlyPassedFlat,5,12,0,5,26,evoavalla,OK,66162.0,1,4,1,25,1.0,1.0,NaN,0.9,1.0,0,0,NaN,NaN,1.0,0.8,NaN,0.2,NaN,1.0,0,0,5,5,0,5,0,26
../../../asm_examples/examples/fsmsemantics/meta_hooking/FSM_spec.asm,FSM_spec,3,2,0,1,7,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,0,1,0,7
../../../asm_examples/examples/hemodialysisDevice/ABZ2016/Hemodialysis_ref3_forMC.asm,Hemodialysis_ref3_forMC,102,111,0,127,381,evoavalla,OK,82227.0,3,11,4,350,0.12745099,0.08108108,NaN,0.11811024,0.112860896,0,0,NaN,NaN,0.11023622,0.091603056,NaN,0.051282052,NaN,0.09893048,0,0,127,131,0,39,0,374
../../../asm_examples/examples/agents/populationAgent.asm,populationAgent,4,7,1,8,20,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/petriNets/forAsmetaSMV/petriNet_forNuSMV_withDeadlock.asm,petriNet_forNuSMV_withDeadlock,2,1,1,2,4,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,3,0,0,4
../../../asm_examples/examples/simple_example/Invariants.asm,Invariants,1,1,0,1,2,evoavalla,NO_VALID_SCENARIOS,65493.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,0,0,0,2
../../../asm_examples/examples/ermts_etcs/models/ertms_hl3_integer_disco_lostint_lengthchanged.asm,ertms_hl3_integer_disco_lostint_lengthchanged,19,64,19,49,158,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,2,0,30,43,57,30,1,162
../../../asm_examples/examples/traffic_light/Timer/oneWayTrafficLight_refinedMillisec.asm,oneWayTrafficLight_refinedMillisec,8,9,1,11,44,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,10,10,3,9,0,44
../../../asm_examples/stereoacuity/certifier_nochoose_noundef.asm,certifier_nochoose_noundef,17,28,0,17,74,evoavalla,OK,69322.0,11,35,10,324,1.0,0.89285713,NaN,0.9411765,1.0,0,0,1.0,NaN,1.0,0.90625,NaN,0.22222222,NaN,0.9594595,4,0,17,32,0,9,0,74
../../../asm_examples/examples/TrafficLightYakindu/TrafficLight4/TrafficLight_4.asm,TrafficLight_4,13,11,0,17,60,evoavalla,OK,67859.0,4,14,12,108,1.0,0.90909094,NaN,0.8235294,1.0,0,0,NaN,NaN,1.0,0.3888889,NaN,0.09090909,NaN,0.98333335,0,0,17,18,0,11,0,60
../../../asm_examples/examples/ermts_etcs/models/ertms_hl3_integer_train.asm,ertms_hl3_integer_train,10,26,6,18,66,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,12,18,18,15,0,68
../../../asm_examples/unibgstudents/stufa.asm,stufa,10,18,0,11,42,evoavalla,OK,67159.0,1,1,0,10,0.5,0.11111111,NaN,0.27272728,0.33333334,0,0,NaN,NaN,0.45454547,0.35714287,NaN,0.0,0.0,0.14285715,0,0,11,14,0,4,1,42
../../../asm_examples/RTPatternLibrary/Application/VisualServoing.asm,VisualServoing,3,1,0,2,32,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,2,2,0,0,3,31
../../../asm_examples/examples/agents/producerConsumerRaff.asm,producerConsumerRaff,7,6,0,2,20,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,2,2,0,5,0,22
../../../asm_examples/examples/ferryman/ferrymanSimulator_raff1.asm,ferrymanSimulator_raff1,3,5,0,3,11,evoavalla,OK,66291.0,1,2,1,15,1.0,0.8,NaN,0.6666667,0.90909094,0,0,NaN,NaN,1.0,0.6,NaN,0.0,NaN,0.90909094,0,0,3,5,0,1,0,11
../../../asm_examples/examples/SemaforiAttraversamentoPedonale.asm,SemaforiAttraversamentoPedonale,2,2,0,3,9,evoavalla,OK,65664.0,1,1,1,4,1.0,1.0,NaN,0.5,0.7777778,0,0,NaN,0.0,1.0,0.5,NaN,0.0,NaN,0.7777778,0,1,2,4,0,1,0,9
../../../asm_examples/DAS/TrafficMonitoringSystem/seams2015/trafficMonitoringSystem.asm,trafficMonitoringSystem,32,40,10,68,213,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,58,69,30,33,0,227
../../../asm_examples/examples/RushHour/emptyCellAs0/RushHourForAsmetaSMV.asm,RushHourForAsmetaSMV,2,2,1,5,11,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,3,3,3,1,0,11
../../../asm_examples/examples/petriNets/petriNetEdgeWeightPlaceCapacity_NoSeq_Matrix.asm,petriNetEdgeWeightPlaceCapacity_NoSeq_Matrix,2,1,1,2,4,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,3,0,0,4
../../../asm_examples/examples/production_cell/robot.asm,robot,13,16,1,13,46,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,12,12,3,0,5,46
../../../asm_examples/examples/ermts_etcs/scenarios/ertms_hl3_scenario4.asm,ertms_hl3_scenario4,31,121,32,101,307,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,8,0,69,85,96,51,1,313
../../../asm_examples/examples/traffic_light/forAsmetaSMV/oneWayTrafficLight.asm,oneWayTrafficLight,7,5,0,8,29,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,8,8,0,6,0,29
../../../asm_examples/examples/landingGearSystem/LGS_EV.asm,LGS_EV,4,38,0,3,60,evoavalla,OK,68673.0,7,33,14,280,1.0,1.0,NaN,1.0,1.0,0,0,1.0,NaN,1.0,1.0,NaN,0.0,NaN,1.0,17,0,3,6,0,15,0,65
../../../asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,RushHourMonSimplForAsmetaSMV,2,2,1,5,10,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,4,3,1,0,10
../../../asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingNoSelfHealerNoFailures.asm,mainForModelCheckingNoSelfHealerNoFailures,22,28,6,32,129,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,26,32,18,21,0,132
../../../asm_examples/examples/sultanSuccessors/sultan.asm,sultan,3,7,0,4,15,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,6,0,2,0,15
../../../asm_examples/examples/RushHour/RushHourSimplForAsmetaSMV.asm,RushHourSimplForAsmetaSMV,2,2,1,5,9,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,3,3,3,1,0,9
../../../asm_examples/examples/ermts_etcs/scenarios/ertms_hl3_scenario2.asm,ertms_hl3_scenario2,30,126,34,108,321,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,8,0,74,91,102,54,1,327
../../../asm_examples/RTPatternLibrary/Application/CompleteApplication.asm,CompleteApplication,3,1,0,2,51,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,2,2,0,0,3,50
../../../asm_examples/erinda/fms_io_for_atgt.asm,fms_io_for_atgt,5,4,0,4,14,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,4,0,2,0,14
../../../asm_examples/examples/landingGearSystem/LGS_SE_v2.asm,LGS_SE_v2,4,38,0,9,66,evoavalla,OK,69548.0,7,33,29,280,1.0,1.0,NaN,0.6666667,1.0,0,0,1.0,NaN,1.0,0.5,NaN,0.0,NaN,1.0,17,0,9,12,0,15,0,71
../../../asm_examples/examples/hemodialysisDevice/ABZ2016/Hemodialysis_ref2_par.asm,Hemodialysis_ref2_par,93,95,0,122,387,evoavalla,OK,97665.0,3,6,6,540,0.086021505,0.021052632,NaN,0.09836066,0.08268734,0,0,NaN,NaN,0.114754096,0.0952381,NaN,0.02,NaN,0.034031413,0,0,122,126,0,50,0,382
../../../asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingWithPatterns.asm,mainForModelCheckingWithPatterns,32,40,10,68,213,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,58,69,30,33,0,227
../../../asm_examples/examples/GilbreathCardTrick/GilbreathCardTrickSimpl.asm,GilbreathCardTrickSimpl,7,11,2,9,39,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,2,3,4,7,6,7,0,40
../../../asm_examples/examples/models/LIFT.asm,LIFT,9,11,4,8,33,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,4,12,5,1,34
../../../asm_examples/examples/petriNets/forAsmetaSMV/petriNet_forNuSMV_reversable.asm,petriNet_forNuSMV_reversable,2,1,1,2,4,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,3,0,0,4
../../../asm_examples/examples/landingGearSystem/LGS_GM.asm,LGS_GM,4,15,0,3,22,evoavalla,OK,67227.0,6,36,13,84,1.0,1.0,NaN,1.0,1.0,0,0,1.0,NaN,1.0,1.0,NaN,NaN,NaN,1.0,17,0,3,6,0,0,0,27
../../../asm_examples/examples_for_nuXmv/FunctionInt.asm,FunctionInt,1,3,0,2,6,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,1,2,0,1,0,6
../../../asm_examples/examples/models/FlipFlop.asm,FlipFlop,3,1,0,1,7,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,1,1,0,1,1,7
../../../asm_examples/examples/traffic_light/Timer/oneWayTrafficLight_refinedMillisecSec.asm,oneWayTrafficLight_refinedMillisecSec,8,9,1,11,44,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,10,10,3,9,0,44
../../../asm_examples/examples/simple_example/euclideMCD_init.asm,euclideMCD_init,1,2,0,2,4,evoavalla,OK,65787.0,2,4,4,0,1.0,0.5,NaN,0.75,0.75,0,0,NaN,NaN,0.0,0.0,NaN,NaN,NaN,0.0,0,0,2,3,0,0,0,4
../../../asm_examples/systemc/counterAG/main_user.asm,main_user,1,0,0,0,1,evoavalla,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1
../../../asm_examples/unibgstudents/VideotecaASM.asm,VideotecaASM,8,24,0,20,66,evoavalla,NO_VALID_SCENARIOS,78594.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,20,22,0,13,1,66
../../../asm_examples/examples/hemodialysisDevice/ABZ2016/Hemodialysis_ref1_forMC.asm,Hemodialysis_ref1_forMC,58,59,0,70,196,evoavalla,OK,76471.0,2,21,11,207,0.43103448,0.3559322,NaN,0.57857144,0.5510204,0,0,NaN,NaN,0.78571427,0.6527778,NaN,0.30769232,NaN,0.43076923,0,0,70,72,0,13,0,195
