asm_path,asm_name,n_macro,n_update,n_forall,n_branch,n_rule,approach,status,exec_time_ms,n_scenarios,n_step,n_set,n_check,macro_coverage,update_rule_coverage,forall_rule_coverage,branch_coverage,rule_coverage,n_failing_scenarios,n_val_error_scenarios,casemutator_score,chooserulemutator_score,condnegator_score,condremover_score,forallmutator_score,partoseqmutator_score,seqtoparmutator_score,ruleremover_score,casemutator_count,chooserulemutator_count,condnegator_count,condremover_count,forallmutator_count,partoseqmutator_count,seqtoparmutator_count,ruleremover_count
../../../asm_examples/stereoacuity/certifierRaff2.asm,certifierRaff2,14,18,0,10,50,iterativerandom,OK,49.0,30,500,102,3109,1.0,1.0,NaN,0.95,0.98,0,0,NaN,NaN,1.0,0.95,NaN,0.0,NaN,0.97959185,0,0,10,20,0,6,0,49
../../../asm_examples/examples/RushHour/RushHourForAsmetaSMV.asm,RushHourForAsmetaSMV,2,2,1,5,9,iterativerandom,NO_VALID_SCENARIOS,14305.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,3,3,3,1,0,9
../../../asm_examples/examples/GilbreathCardTrick/GilbreathCardTrick.asm,GilbreathCardTrick,5,17,2,12,45,iterativerandom,NO_VALID_SCENARIOS,14834.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,2,3,7,13,6,7,0,46
../../../asm_examples/examples/hemodialysisDevice/ABZ2016/Hemodialysis_ref3_par.asm,Hemodialysis_ref3_par,107,110,0,142,444,iterativerandom,OK,10.0,10,100,109,292,0.07476635,0.018181818,NaN,0.08802817,0.072072074,0,0,NaN,NaN,0.09859155,0.08163265,NaN,0.01754386,NaN,0.029680366,0,0,142,147,0,57,0,438
../../../asm_examples/examples/simple_example/FLIP_FLOP_0.asm,FLIP_FLOP_0,2,2,0,1,6,iterativerandom,OK,15.0,30,500,0,500,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,0.0,0.5,NaN,NaN,1.0,0.5,0,0,1,2,0,0,1,6
../../../asm_examples/examples/RushHour/RushHourMonForAsmetaSMV.asm,RushHourMonForAsmetaSMV,2,2,1,5,10,iterativerandom,OK,877.0,1,10,20,36,0.5,0.0,0.0,0.2,0.3,0,0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0,0,4,4,3,1,0,10
../../../asm_examples/examples/battleship.asm,battleship,1,4,0,4,10,iterativerandom,OK,76.0,30,500,0,770,1.0,0.5,NaN,0.625,1.0,0,0,NaN,0.0,1.0,0.6666667,NaN,0.0,NaN,0.6,0,2,2,3,0,2,0,10
../../../asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1.asm,flashProtocol_N2_L1_Q1,27,91,22,91,275,iterativerandom,NO_VALID_SCENARIOS,1414.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,69,86,66,43,0,278
../../../asm_examples/examples/production_cell/ert.asm,ert,5,4,1,5,14,iterativerandom,NO_VALID_SCENARIOS,1.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,4,3,0,1,14
../../../asm_examples/examples/ermts_etcs/scenarios/ertms_hl3_scenario7.asm,ertms_hl3_scenario7,24,98,31,100,274,iterativerandom,NO_VALID_SCENARIOS,9937.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,10,0,69,82,93,46,1,279
../../../asm_examples/examples/simpleMinesweeper.asm,simpleMinesweeper,2,3,0,3,7,iterativerandom,OK,26.0,30,500,278,666,1.0,0.6666667,NaN,0.8333333,0.85714287,0,0,NaN,NaN,1.0,0.6,NaN,NaN,NaN,0.85714287,0,0,3,5,0,0,0,7
../../../asm_examples/examples/ticTacToe/ticTacToe_simulator.asm,ticTacToe_simulator,3,4,0,4,12,iterativerandom,OK,190.0,30,500,386,996,1.0,1.0,NaN,0.875,1.0,0,0,NaN,1.0,1.0,1.0,NaN,0.0,NaN,1.0,0,1,3,4,0,2,0,12
../../../asm_examples/examples/fsmsemantics/Sle/ASM_even.asm,ASM_even,3,2,1,2,7,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/GilbreathCardTrick/GilbreathCardTrickForAsmetaSMV.asm,GilbreathCardTrickForAsmetaSMV,5,15,2,12,41,iterativerandom,NO_VALID_SCENARIOS,149.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,2,3,7,13,6,5,0,42
../../../asm_examples/examples/petriNets/forAsmetaSMV/petriNet_forNuSMV.asm,petriNet_forNuSMV,2,1,1,2,4,iterativerandom,OK,529.0,30,500,0,210,1.0,1.0,0.33333334,0.75,1.0,0,0,NaN,1.0,NaN,NaN,0.6666667,NaN,NaN,1.0,0,1,0,0,3,0,0,4
../../../asm_examples/examples/hemodialysisDevice/SCP2017/HemodialysisRef1.asm,HemodialysisRef1,68,42,1,90,242,iterativerandom,OK,23.0,10,100,173,697,0.27941176,0.21428572,0.33333334,0.27222222,0.29752067,0,0,NaN,NaN,0.26966292,0.2173913,0.6666667,0.14285715,NaN,0.23651452,0,0,89,92,3,21,0,241
../../../asm_examples/examples/hemodialysisDevice/ABZ2016/Hemodialysis_ref4.asm,Hemodialysis_ref4,162,188,1,245,740,iterativerandom,OK,78.0,10,100,109,770,0.049382716,0.010638298,0.0,0.05510204,0.0472973,0,0,NaN,NaN,0.07786885,0.072289154,0.0,0.009708738,NaN,0.01894452,0,0,244,249,3,103,0,739
../../../asm_examples/examples/sleepingBarber/sleepingBarber.asm,sleepingBarber,3,4,0,6,13,iterativerandom,OK,27.0,30,500,819,789,1.0,1.0,NaN,1.0,1.0,0,0,NaN,1.0,1.0,1.0,NaN,1.0,NaN,1.0,0,2,4,5,0,1,0,13
../../../asm_examples/examples/fsmsemantics/FSM_hooking2.asm,FSM_hooking2,3,2,0,1,7,iterativerandom,OK,124.0,30,500,280,1010,1.0,1.0,NaN,0.5,1.0,0,0,NaN,1.0,NaN,NaN,NaN,0.0,NaN,1.0,0,1,0,0,0,1,0,7
../../../asm_examples/examples/sluicegate/Timer/sluiceGateMotorCtl.asm,sluiceGateMotorCtl,4,9,0,8,30,iterativerandom,NO_VALID_SCENARIOS,69.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,8,8,0,7,0,30
../../../asm_examples/examples/simple_example/ExtendRule1.asm,ExtendRule1,1,0,0,0,2,iterativerandom,NO_VALID_SCENARIOS,7.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1
../../../asm_examples/examples/dice/diceWithProbability.asm,diceWithProbability,2,4,0,3,10,iterativerandom,OK,47.0,30,500,180,1060,1.0,1.0,NaN,0.8333333,1.0,0,0,NaN,1.0,1.0,1.0,NaN,0.0,NaN,1.0,0,1,2,3,0,2,0,10
../../../asm_examples/examples/sluicegate/Timer/sluiceGateMotorCtl2.asm,sluiceGateMotorCtl2,4,9,0,8,30,iterativerandom,NO_VALID_SCENARIOS,62.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,8,8,0,7,0,30
../../../asm_examples/examples/conwayGameOfLife/gameOfLifeAgents.asm,gameOfLifeAgents,2,2,1,4,6,iterativerandom,NO_VALID_SCENARIOS,7587.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,3,4,3,0,0,7
../../../asm_examples/examples/filosofiEciliegie/filosofiEciliegieAgentsJustLeft.asm,filosofiEciliegieAgentsJustLeft,2,3,0,3,7,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/production_cell/TRANSPORTBELT.asm,TRANSPORTBELT,5,6,1,5,17,iterativerandom,OK,1.0,30,500,0,0,0.2,0.0,0.33333334,0.1,0.05882353,0,0,NaN,NaN,0.0,0.0,0.0,NaN,0.0,0.0,0,0,4,5,3,0,2,17
../../../asm_examples/examples/models/ordersystem.asm,ordersystem,7,6,5,13,35,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelChecking.asm,mainForModelChecking,31,44,10,62,206,iterativerandom,NO_VALID_SCENARIOS,1288.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,52,63,30,32,0,220
../../../asm_examples/stereoacuity/certifierRaff4ForSMTproof.asm,certifierRaff4ForSMTproof,15,21,0,14,59,iterativerandom,OK,33.0,60,1400,156,9027,1.0,0.8095238,NaN,0.85714287,0.91525424,0,0,NaN,1.0,1.0,0.8333333,NaN,0.14285715,NaN,0.8965517,0,1,13,24,0,7,0,58
../../../asm_examples/examples/ermts_etcs/models/ertms_hl3_integer_disco_lostint_lengthchanged_reco.asm,ertms_hl3_integer_disco_lostint_lengthchanged_reco,21,72,20,58,185,iterativerandom,NO_VALID_SCENARIOS,11831.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,2,0,38,53,60,36,1,189
../../../asm_examples/examples/ermts_etcs/models/ertms_hl3_integer_disco_lostint_lengthchanged_reco_sweep_timer.asm,ertms_hl3_integer_disco_lostint_lengthchanged_reco_sweep_timer,29,118,28,101,301,iterativerandom,NO_VALID_SCENARIOS,6322.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,8,0,73,91,84,52,1,307
../../../asm_examples/examples/simple_example/MorraCinese/MorraCinese_raff3.asm,MorraCinese_raff3,1,9,0,3,16,iterativerandom,NO_VALID_SCENARIOS,46.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,3,1,2,4,0,4,0,17
../../../asm_examples/stereoacuity/certifierRaff4_noundef.asm,certifierRaff4_noundef,15,21,0,14,59,iterativerandom,OK,38.0,60,1400,187,9318,1.0,0.8095238,NaN,0.8214286,0.91525424,0,0,NaN,1.0,1.0,0.7916667,NaN,0.0,NaN,0.86206895,0,1,13,24,0,7,0,58
../../../asm_examples/examples/filosofiEciliegie/filosofiEciliegieAgents.asm,filosofiEciliegieAgents,2,5,0,4,11,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/traffic_light/Timer/oneWayTrafficLight_refinedSec.asm,oneWayTrafficLight_refinedSec,8,9,1,11,44,iterativerandom,NO_VALID_SCENARIOS,25.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,10,10,3,9,0,44
../../../asm_examples/examples/models/LIFTDC.asm,LIFTDC,8,4,1,4,22,iterativerandom,NO_VALID_SCENARIOS,92.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,3,3,3,3,1,22
../../../asm_examples/examples/NeedhamSchroeder/NeedhamSchroederLowe.asm,NeedhamSchroederLowe,8,16,1,8,55,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/hemodialysisDevice/ABZ2016/Hemodialysis_ref1_par.asm,Hemodialysis_ref1_par,62,50,0,80,240,iterativerandom,OK,11.0,10,100,109,295,0.12903225,0.04,NaN,0.15625,0.13333334,0,0,NaN,NaN,0.1875,0.15853658,NaN,0.03846154,NaN,0.054393306,0,0,80,82,0,26,0,239
../../../asm_examples/examples/models/ordersystem_april2010.asm,ordersystem_april2010,7,6,5,14,36,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/tombola.asm,tombola,1,3,0,4,8,iterativerandom,OK,110.0,30,500,0,1500,1.0,1.0,NaN,0.75,1.0,0,0,NaN,1.0,1.0,0.0,NaN,0.0,NaN,1.0,0,1,3,3,0,1,0,8
../../../asm_examples/examples/traffic_light/forAsmetaSMV/oneWayTrafficLight_refined.asm,oneWayTrafficLight_refined,9,13,1,15,50,iterativerandom,OK,85.0,30,500,224,1698,1.0,1.0,0.33333334,0.96666664,1.0,0,0,NaN,NaN,1.0,1.0,0.6666667,0.1,NaN,1.0,0,0,14,14,3,10,0,50
../../../asm_examples/examples_for_nuXmv/provaint.asm,provaint,1,1,0,0,1,iterativerandom,NO_VALID_SCENARIOS,9.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,1
../../../asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,oneWayTrafficLightUsingEnum,5,12,0,8,29,iterativerandom,OK,38.0,30,500,500,1000,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,0.0,NaN,1.0,0,0,8,8,0,5,0,29
../../../asm_examples/erinda/FMS_IO_2.asm,FMS_IO_2,5,45,0,4,58,iterativerandom,NO_VALID_SCENARIOS,4785.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,4,4,0,5,0,58
../../../asm_examples/PillBox/Level1/pillbox_1.asm,pillbox_1,9,30,0,19,69,iterativerandom,OK,89.0,60,1400,282,10574,0.8888889,0.8666667,NaN,0.8947368,0.9130435,0,0,NaN,NaN,1.0,0.8695652,NaN,0.125,NaN,0.86764705,0,0,19,23,0,8,0,68
../../../asm_examples/RTPatternLibrary/Test/Test_Sem_Async.asm,Test_Sem_Async,2,2,1,6,16,iterativerandom,NO_VALID_SCENARIOS,134.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,2,3,4,3,2,1,16
../../../asm_examples/examples/traffic_light/oneWayTrafficLight_refined_with_agents_seq.asm,oneWayTrafficLight_refined_with_agents_seq,11,8,1,11,42,iterativerandom,OK,281.0,30,500,297,1066,0.8181818,0.75,0.0,0.72727275,0.64285713,0,0,NaN,NaN,1.0,1.0,0.6666667,0.11111111,1.0,1.0,0,0,10,10,3,9,1,44
../../../asm_examples/examples/petriNets/petriNetEdgeWeightNoPlaceCapacity_NoSeq_Matrix_v3.asm,petriNetEdgeWeightNoPlaceCapacity_NoSeq_Matrix_v3,2,1,1,2,4,iterativerandom,OK,1345.0,60,1400,0,2630,1.0,1.0,0.33333334,0.75,1.0,0,0,NaN,1.0,NaN,NaN,0.6666667,NaN,NaN,1.0,0,1,0,0,3,0,0,4
../../../asm_examples/examples/ermts_etcs/scenarios/ertms_hl3_scenario6.asm,ertms_hl3_scenario6,25,98,28,85,252,iterativerandom,NO_VALID_SCENARIOS,13772.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,5,0,57,72,84,44,1,257
../../../asm_examples/examples/dice/diceNoProbability.asm,diceNoProbability,2,4,0,3,10,iterativerandom,OK,15.0,30,500,68,1060,1.0,1.0,NaN,0.8333333,1.0,0,0,NaN,1.0,1.0,1.0,NaN,0.0,NaN,1.0,0,1,2,3,0,2,0,10
../../../asm_examples/examples/ermts_etcs/scenarios/ertms_hl3_scenario5.asm,ertms_hl3_scenario5,30,126,34,108,321,iterativerandom,NO_VALID_SCENARIOS,12801.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,8,0,74,91,102,54,1,327
../../../asm_examples/examples/traffic_light/forAsmetaSMV/oneWayTrafficLight_refined_with_agents.asm,oneWayTrafficLight_refined_with_agents,14,12,1,15,60,iterativerandom,NO_VALID_SCENARIOS,97.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,14,14,3,14,0,62
../../../asm_examples/examples/fsmsemantics/FSM_hooking.asm,FSM_hooking,3,2,0,1,7,iterativerandom,NO_VALID_SCENARIOS,167.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,1,0,0,0,1,0,7
../../../asm_examples/PillBox/Level2/pillbox_2.asm,pillbox_2,9,40,1,30,91,iterativerandom,OK,512.0,60,1400,626,4811,0.8888889,0.9,0.33333334,0.9166667,0.93406594,0,0,NaN,NaN,1.0,0.88372093,0.6666667,0.22222222,NaN,0.9,0,0,29,43,3,9,0,90
../../../asm_examples/examples/whatTimeIsIt.asm,whatTimeIsIt,1,1,0,0,1,iterativerandom,OK,20.0,30,500,1500,500,1.0,1.0,NaN,NaN,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0,0,0,0,0,0,0,0,1
../../../asm_examples/stereoacuity/certifierRaff3.asm,certifierRaff3,14,20,0,11,53,iterativerandom,OK,174.0,60,1400,216,8106,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,0.0,NaN,1.0,0,0,11,22,0,6,0,52
../../../asm_examples/PHD/phd_master_flat2_v3.asm,phd_master_flat2_v3,66,148,0,69,348,iterativerandom,OK,73.0,10,100,100,213,1.0,0.1891892,NaN,0.6376812,0.57758623,0,0,NaN,NaN,0.95652175,0.942029,NaN,0.015151516,NaN,0.25862068,0,0,69,69,0,66,0,348
../../../asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingThreeCameras.asm,mainForModelCheckingThreeCameras,31,42,9,59,199,iterativerandom,NO_VALID_SCENARIOS,794.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,50,61,27,31,0,209
../../../asm_examples/examples/RushHour/emptyCellAs0/RushHourMonForAsmetaSMV.asm,RushHourMonForAsmetaSMV,2,2,1,5,12,iterativerandom,OK,964.0,30,500,1000,1268,1.0,1.0,0.33333334,0.8,1.0,0,0,NaN,NaN,1.0,0.5,1.0,0.0,NaN,1.0,0,0,4,4,3,1,0,12
../../../asm_examples/PillBox/Level0/pillbox_0.asm,pillbox_0,9,18,0,15,53,iterativerandom,OK,121.0,60,1400,3439,5145,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,0.125,NaN,0.96153843,0,0,15,19,0,8,0,52
../../../asm_examples/PHD/phd_master_flat2_v7.asm,phd_master_flat2_v7,7,184,0,18,307,iterativerandom,OK,7.0,10,100,100,210,0.42857143,0.097826086,NaN,0.22222222,0.17263843,0,0,0.12790698,NaN,0.33333334,0.2,NaN,0.01010101,NaN,0.1323077,86,0,18,30,0,99,0,325
../../../asm_examples/examples/models/SIS.asm,SIS,10,14,0,11,36,iterativerandom,OK,320.0,60,1400,4200,5780,0.9,0.85714287,NaN,0.90909094,0.9444444,0,0,NaN,NaN,0.90909094,0.9285714,NaN,0.33333334,NaN,0.9166667,0,0,11,14,0,3,0,36
../../../asm_examples/examples/RushHour/emptyCellAs0/RushHourMon.asm,RushHourMon,2,2,1,5,9,iterativerandom,OK,2936.0,30,89,214,756,0.5,0.0,0.0,0.2,0.22222222,0,0,NaN,NaN,0.0,0.0,0.0,0.0,NaN,0.0,0,0,4,4,3,1,0,9
../../../asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR1.asm,mainForModelCheckingR1,31,44,10,61,205,iterativerandom,NO_VALID_SCENARIOS,453.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,51,62,30,32,0,211
../../../asm_examples/examples/ermts_etcs/models/ertms_hl3_integer_disco_lostint_lengthchanged_reco_sweep.asm,ertms_hl3_integer_disco_lostint_lengthchanged_reco_sweep,22,79,20,61,198,iterativerandom,NO_VALID_SCENARIOS,19290.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,2,0,41,57,60,38,1,202
../../../asm_examples/examples/slotMachine.asm,slotMachine,2,4,0,3,10,iterativerandom,OK,103.0,30,500,306,1060,1.0,0.5,NaN,0.6666667,0.7,0,0,NaN,1.0,1.0,0.6666667,NaN,0.0,NaN,0.7,0,1,2,3,0,2,0,10
../../../asm_examples/examples/cards.asm,cards,2,3,1,3,9,iterativerandom,OK,72.0,30,500,500,1678,1.0,1.0,0.33333334,0.5,1.0,0,0,1.0,1.0,NaN,NaN,0.6666667,1.0,NaN,1.0,3,2,0,0,3,1,0,10
../../../asm_examples/examples/philosophers/philosophers1.asm,philosophers1,4,6,0,5,16,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/stereoacuity/certifier_nochoose.asm,certifier_nochoose,16,24,0,15,66,iterativerandom,OK,35.0,60,1400,248,7649,0.9375,0.7916667,NaN,0.8333333,0.8484849,0,0,NaN,NaN,0.93333334,0.8333333,NaN,0.125,NaN,0.84615386,0,0,15,30,0,8,0,65
../../../asm_examples/examples/ABZ2020/CarSystemModule/CarSystem007/CarSystem007main.asm,CarSystem007main,2,2,0,0,11,iterativerandom,NO_VALID_SCENARIOS,NaN,4,40,327,343,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,0,2,0,11
../../../asm_examples/DAS/TrafficMonitoringSystem/main.asm,main,2,0,1,1,2,iterativerandom,NO_VALID_SCENARIOS,216.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,0,0,3,0,0,2
../../../asm_examples/examples/carController.asm,carController,1,5,0,2,7,iterativerandom,OK,6.0,30,500,752,516,1.0,1.0,NaN,1.0,1.0,0,0,1.0,NaN,1.0,1.0,NaN,NaN,NaN,1.0,4,0,2,4,0,0,0,9
../../../asm_examples/examples/simple_example/MorraCinese/MorraCinese_raff2.asm,MorraCinese_raff2,1,8,0,2,14,iterativerandom,NO_VALID_SCENARIOS,42.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,3,1,1,2,0,4,0,15
../../../asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,TrafficLight_0,7,10,0,7,33,iterativerandom,OK,18.0,30,500,500,1290,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,0.0,NaN,1.0,0,0,7,7,0,9,0,33
../../../asm_examples/examples/trafficLightCoSim/trafficlightB.asm,trafficlightB,2,5,0,6,14,iterativerandom,OK,18.0,30,500,665,500,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,0.0,NaN,1.0,0,0,6,6,0,2,0,14
../../../asm_examples/examples/models/lift3.asm,lift3,8,7,0,6,30,iterativerandom,NO_VALID_SCENARIOS,242.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,6,6,0,6,0,30
../../../asm_examples/stereoacuity/certifierRaff4.asm,certifierRaff4,15,21,0,13,58,iterativerandom,OK,42.0,60,1400,228,9711,1.0,0.85714287,NaN,0.84615386,0.9137931,0,0,NaN,1.0,1.0,0.8695652,NaN,0.14285715,NaN,0.9122807,0,1,12,23,0,7,0,57
../../../asm_examples/examples/TrafficLightYakindu/TrafficLight1/TrafficLight_1.asm,TrafficLight_1,11,17,0,15,56,iterativerandom,OK,73.0,60,1400,1470,4585,1.0,1.0,NaN,0.93333334,1.0,0,0,NaN,NaN,1.0,0.75,NaN,0.0,NaN,1.0,0,0,15,16,0,13,0,56
../../../asm_examples/examples/RushHour/RushHourMon.asm,RushHourMon,2,2,1,5,9,iterativerandom,OK,21538.0,30,500,1000,1296,1.0,1.0,0.33333334,0.8,1.0,0,0,NaN,NaN,1.0,0.5,1.0,0.0,NaN,1.0,0,0,4,4,3,1,0,9
../../../asm_examples/examples/fsmsemantics/FSM_map0_2.asm,FSM_map0_2,5,8,0,4,21,iterativerandom,OK,37.0,30,500,500,1030,1.0,0.75,NaN,1.0,1.0,0,0,NaN,NaN,1.0,1.0,NaN,0.2,NaN,0.9047619,0,0,4,4,0,5,0,21
../../../asm_examples/examples/library/Library.asm,Library,3,7,0,6,21,iterativerandom,NO_VALID_SCENARIOS,18.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,6,6,0,5,0,21
../../../asm_examples/DAS/TrafficMonitoringSystem/mainUnique.asm,mainUnique,31,44,11,62,175,iterativerandom,NO_VALID_SCENARIOS,1377.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,51,62,33,31,0,174
../../../asm_examples/examples/ermts_etcs/scenarios/ertms_hl3_scenario1.asm,ertms_hl3_scenario1,29,116,27,98,295,iterativerandom,NO_VALID_SCENARIOS,12781.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,8,0,71,88,81,51,1,301
../../../asm_examples/examples/simple_example/MorraCinese/withActors/MorraCinese_withActors_raff1.asm,MorraCinese_withActors_raff1,1,6,0,1,10,iterativerandom,OK,42.0,30,500,500,1393,1.0,1.0,NaN,0.5,1.0,0,0,1.0,1.0,NaN,NaN,NaN,0.0,NaN,1.0,3,1,0,0,0,3,0,11
../../../asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1_C.asm,flashProtocol_N2_L1_Q1_C,27,91,22,92,276,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/RTPatternLibrary/Application/Test_SB.asm,Test_SB,3,1,0,2,23,iterativerandom,NO_VALID_SCENARIOS,450.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,2,2,0,0,3,22
../../../asm_examples/examples/landingGearSystem/LGS_GM_withError.asm,LGS_GM_withError,4,15,0,3,22,iterativerandom,OK,1016.0,60,1400,1400,2920,1.0,1.0,NaN,1.0,1.0,0,0,1.0,NaN,1.0,1.0,NaN,NaN,NaN,1.0,17,0,3,6,0,0,0,27
../../../asm_examples/DAS/TrafficMonitoringSystem/journal/trafficMonitoringForExperiments.asm,trafficMonitoringForExperiments,43,40,14,67,217,iterativerandom,NO_VALID_SCENARIOS,5682.0,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,0,0,53,60,42,36,0,219
../../../asm_examples/examples/hemodialysisDevice/SCP2017/HemodialysisGround.asm,HemodialysisGround,5,2,0,3,11,iterativerandom,OK,14.0,30,500,0,530,1.0,1.0,NaN,1.0,1.0,0,0,NaN,NaN,0.6666667,0.6666667,NaN,1.0,NaN,0.8,0,0,3,3,0,1,0,10
../../../asm_examples/examples/petriNets/petriNetNoEdgeWeightNoPlaceCapacity_NoSeq_Matrix.asm,petriNetNoEdgeWeightNoPlaceCapacity_NoSeq_Matrix,2,2,2,3,7,iterativerandom,OK,704.0,30,500,0,1870,1.0,1.0,0.5,0.5,1.0,0,0,NaN,1.0,NaN,NaN,1.0,0.0,NaN,1.0,0,1,0,0,6,1,0,7
../../../asm_examples/examples/authenticationProtocols/groundModel.asm,groundModel,8,14,3,11,50,iterativerandom,NO_VALID_SCENARIOS,NaN,0,0,0,0,null,null,null,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
../../../asm_examples/examples/traffic_light/oneWayTrafficLight_refined.asm,oneWayTrafficLight_refined,13,12,1,15,60,iterativerandom,OK,93.0,30,500,205,1768,1.0,1.0,0.33333334,0.96666664,1.0,0,0,NaN,NaN,1.0,1.0,0.6666667,0.07692308,NaN,1.0,0,0,14,14,3,13,0,60
../../../asm_examples/PHD/phd_master_flat2_v0.asm,phd_master_flat2_v0,27,52,0,26,131,iterativerandom,OK,150.0,30,500,500,996,1.0,0.5,NaN,0.84615386,0.8167939,0,0,NaN,NaN,1.0,1.0,NaN,0.037037037,NaN,0.6183206,0,0,26,26,0,27,0,131
