AsmSpec,EvoAvalla,Random,Atgt
Ascensore,77383,37,613
ATM3v2,0,57,0
CashPoint,135979,6,0
Cassaforte,0,30,0
Certifier_nochoose_noundef,79887,24,4361
CoffeeVendingMachineNC,74844,6,0
Contatore_U_DA_H,73625,2,0
Dado,74254,4,0
Ferryman,74686,6,0
Forno,74181,2,254
LIFT,0,263,0
Phd_master_flat2_v1,81721,17,2421
Pillbox_1,77377,12,3249
RailroadGate,74252,2,0
RegistroDiCassav4,77224,4,0
SiGistica,75978,5,0
SIS,0,33,691
SmartHome,0,45,0
Stufa,76061,3,0
TrafficLightv2,74364,5,0
