execution_id,asm_name,rule_signature,tot_conditional_rules,covered_true_conditional_rules,covered_false_conditional_rules,tot_update_rules,covered_update_rules,failing_scenarios
exec_RegistroDiCassav4_6188861c-eb7a-42d5-98a4-0b559dd8a07c,RegistroDiCassav4,r_altraPizzaSelezionata(),1,0,1,1,0,none
exec_RegistroDiCassav4_6188861c-eb7a-42d5-98a4-0b559dd8a07c,RegistroDiCassav4,r_Main(),0,0,0,0,0,none
exec_RegistroDiCassav4_6188861c-eb7a-42d5-98a4-0b559dd8a07c,RegistroDiCassav4,r_scegliSeAggiungerePizza(),3,3,3,4,4,none
exec_SiGistica_e9a2a627-72e4-4529-8daf-3a125c11855c,SiGistica,r_rifornimento(),0,0,0,1,1,none
exec_SiGistica_e9a2a627-72e4-4529-8daf-3a125c11855c,SiGistica,r_pagamento(),1,1,0,1,1,none
exec_SiGistica_e9a2a627-72e4-4529-8daf-3a125c11855c,SiGistica,r_Main(),0,0,0,0,0,none
exec_SiGistica_e9a2a627-72e4-4529-8daf-3a125c11855c,SiGistica,r_autista(),0,0,0,1,1,none
exec_SiGistica_e9a2a627-72e4-4529-8daf-3a125c11855c,SiGistica,r_officina(UffLog),3,2,2,2,2,none
exec_SiGistica_e9a2a627-72e4-4529-8daf-3a125c11855c,SiGistica,r_info(),1,1,0,1,1,none
exec_SiGistica_e9a2a627-72e4-4529-8daf-3a125c11855c,SiGistica,r_choosePag(),0,0,0,0,0,none
exec_Stufa_a76245c8-e0b5-4174-b124-2422b9da7742,Stufa,r_avvio_ventola_fumi(),2,0,1,1,0,none
exec_Stufa_a76245c8-e0b5-4174-b124-2422b9da7742,Stufa,r_diminuisci_timer_pellet(),3,0,3,6,2,none
exec_Stufa_a76245c8-e0b5-4174-b124-2422b9da7742,Stufa,r_inizio_accensione(),1,0,1,1,0,none
exec_Stufa_a76245c8-e0b5-4174-b124-2422b9da7742,Stufa,r_accensione_fiamma(),2,0,1,1,0,none
exec_Stufa_a76245c8-e0b5-4174-b124-2422b9da7742,Stufa,r_Main(),0,0,0,0,0,none
exec_TrafficLightv2_19ac6c73-4943-4c45-9597-9c4e9caf894c,TrafficLightv2,r_green(),2,2,2,5,5,none
exec_TrafficLightv2_19ac6c73-4943-4c45-9597-9c4e9caf894c,TrafficLightv2,r_Main(),0,0,0,0,0,none
exec_TrafficLightv2_19ac6c73-4943-4c45-9597-9c4e9caf894c,TrafficLightv2,r_pending(),1,1,1,3,3,none
exec_TrafficLightv2_19ac6c73-4943-4c45-9597-9c4e9caf894c,TrafficLightv2,r_red(),1,1,1,3,3,none
exec_TrafficLightv2_19ac6c73-4943-4c45-9597-9c4e9caf894c,TrafficLightv2,r_yellow(),1,1,1,3,3,none
