asm_path,iteration,status,iteration_exec_time_ms,generation_exec_time_ms,correct_scenarios,n_step,n_set,n_check,failing_scenarios,validation_error_scenarios,tot_mutants,n_killed_mutants_cumulativa,idx_killed_mutants_cumulative
asm_examples/examples/simple_example/population.asm,IT1,OK,3137,1485,0,0,0,0,0,10,2,0,
asm_examples/examples/simple_example/population.asm,IT2,OK,10779,9581,0,0,0,0,0,20,2,0,
asm_examples/examples/simple_example/population.asm,IT3,OK,40811,39661,0,0,0,0,0,30,2,0,
asm_examples/examples/simple_example/population.asm,IT4,OK,116067,114580,0,0,0,0,0,40,2,0,
asm_examples/examples/simple_example/population.asm,IT5,OK,246658,244845,0,0,0,0,0,50,2,0,
asm_examples/examples/simple_example/population.asm,ALL,OK,417452,410152,0,0,0,0,0,150,2,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT1,OK,9036,300,10,100,100,528,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT2,OK,14253,440,20,400,400,2247,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT3,OK,25947,793,30,900,900,5374,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT4,OK,41278,1649,40,1600,1600,9521,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT5,OK,63232,3198,50,2500,2500,15925,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT6,OK,89261,5349,60,3600,3600,22992,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT7,OK,121331,8439,70,4900,4900,31523,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT8,OK,163080,12520,80,6400,6400,42004,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,IT9,OK,209801,17782,90,8100,8100,53681,0,0,15,0,
asm_examples/examples/landingGearSystem/LGS_EV.asm,ALL,OK,737219,50470,450,28500,28500,183795,0,0,15,0,
asm_examples/PillBox/Level1/pillbox_1.asm,IT1,OK,6126,129,10,100,45,768,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT2,OK,8501,43,20,400,95,3092,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT3,OK,13587,54,30,900,144,6814,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT4,OK,21431,64,40,1600,193,12120,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT5,OK,31332,74,50,2500,238,18854,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT6,OK,43262,94,60,3600,280,27180,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT7,OK,57877,121,70,4900,332,36894,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT8,OK,76066,146,80,6400,386,48848,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT9,OK,95671,172,90,8100,424,60762,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT10,OK,118510,206,100,10000,471,75012,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,IT11,OK,145616,312,110,12100,518,91928,0,0,8,1,7
asm_examples/PillBox/Level1/pillbox_1.asm,ALL,OK,617979,1415,660,50600,3126,382272,0,0,8,1,7
asm_examples/examples/RushHour/RushHourMon.asm,IT1,OK,7821,3559,10,100,200,422,0,0,1,0,
asm_examples/examples/RushHour/RushHourMon.asm,IT2,OK,24238,18896,20,400,800,912,0,0,1,0,
asm_examples/examples/RushHour/RushHourMon.asm,IT3,OK,69450,59995,30,900,1800,1466,0,0,1,0,
asm_examples/examples/RushHour/RushHourMon.asm,IT4,OK,152406,137237,40,1600,3200,2264,0,0,1,0,
asm_examples/examples/RushHour/RushHourMon.asm,IT5,OK,287312,265288,50,2500,5000,3032,0,0,1,0,
asm_examples/examples/RushHour/RushHourMon.asm,IT6,OK,485553,454615,60,3600,7200,3906,0,0,1,0,
asm_examples/examples/RushHour/RushHourMon.asm,ALL,OK,1026780,939590,210,9100,18200,12002,0,0,1,0,
asm_examples/examples/RushHour/RushHour.asm,IT1,OK,8426,3694,10,100,0,560,0,0,1,0,
asm_examples/examples/RushHour/RushHour.asm,IT2,OK,26400,19600,20,400,0,1520,0,0,1,0,
asm_examples/examples/RushHour/RushHour.asm,IT3,OK,74815,61420,30,900,0,2880,0,0,1,0,
asm_examples/examples/RushHour/RushHour.asm,IT4,OK,163571,141237,40,1600,0,4640,0,0,1,0,
asm_examples/examples/RushHour/RushHour.asm,IT5,OK,304958,271259,50,2500,0,6800,0,0,1,0,
asm_examples/examples/RushHour/RushHour.asm,IT6,OK,510967,463368,60,3600,0,9360,0,0,1,0,
asm_examples/examples/RushHour/RushHour.asm,ALL,OK,1089137,960578,210,9100,0,25760,0,0,1,0,
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT1,OK,5959,92,10,100,48,728,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT2,OK,7048,31,20,400,82,2788,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT3,OK,12250,34,30,900,96,5704,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT4,OK,18521,50,40,1600,170,10231,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT5,OK,28226,68,50,2500,220,16741,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT6,OK,39318,123,60,3600,290,23612,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT7,OK,52836,122,70,4900,292,32475,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT8,OK,68934,153,80,6400,372,42773,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT9,OK,86299,193,90,8100,372,53003,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT10,OK,108483,225,100,10000,398,66125,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT11,OK,134215,273,110,12100,440,79879,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,IT12,OK,162597,336,120,14400,540,95876,0,0,9,2,4;8
asm_examples/stereoacuity/certifier_nochoose_noundef.asm,ALL,OK,724686,1700,780,65000,3320,429935,0,0,9,2,4;8
asm_examples/examples/fsmsemantics/FSM_hooking.asm,IT1,OK,1746,219,0,0,0,0,0,10,1,0,
asm_examples/examples/fsmsemantics/FSM_hooking.asm,IT2,OK,1215,350,0,0,0,0,0,20,1,0,
asm_examples/examples/fsmsemantics/FSM_hooking.asm,IT3,OK,1191,335,0,0,0,0,0,30,1,0,
asm_examples/examples/fsmsemantics/FSM_hooking.asm,IT4,OK,1411,468,0,0,0,0,0,40,1,0,
asm_examples/examples/fsmsemantics/FSM_hooking.asm,IT5,OK,2011,703,0,0,0,0,0,50,1,0,
asm_examples/examples/fsmsemantics/FSM_hooking.asm,ALL,OK,7574,2075,0,0,0,0,0,150,1,0,
asm_examples/PillBox/Level2/pillbox_2.asm,IT1,OK,8039,395,10,100,93,649,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT2,OK,8739,305,20,400,194,1524,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT3,OK,13152,335,30,900,291,2582,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT4,OK,18778,468,40,1600,411,3873,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT5,OK,24208,677,50,2500,524,5335,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT6,OK,30371,918,60,3600,602,6990,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT7,OK,38774,1304,70,4900,696,8834,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT8,OK,47315,1623,80,6400,801,10900,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT9,OK,56697,1878,90,8100,859,13140,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT10,OK,67619,2275,100,10000,991,15617,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT11,OK,80722,2758,110,12100,1131,18338,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT12,OK,99072,3263,120,14400,1191,21145,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,IT13,OK,116474,4298,130,16900,1328,24226,0,0,9,2,7;8
asm_examples/PillBox/Level2/pillbox_2.asm,ALL,OK,609960,20497,910,81900,9112,133153,0,0,9,2,7;8
asm_examples/erinda/FMS_IO_2.asm,IT1,OK,4971,1708,0,0,0,0,0,10,5,0,
asm_examples/erinda/FMS_IO_2.asm,IT2,OK,7208,3991,0,0,0,0,0,20,5,0,
asm_examples/erinda/FMS_IO_2.asm,IT3,OK,11959,7557,0,0,0,0,0,30,5,0,
asm_examples/erinda/FMS_IO_2.asm,IT4,OK,12847,12807,0,0,0,0,0,0,5,0,
asm_examples/erinda/FMS_IO_2.asm,IT5,OK,15437,15396,0,0,0,0,0,0,5,0,
asm_examples/erinda/FMS_IO_2.asm,ALL,OK,52422,41459,0,0,0,0,0,60,5,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT1,OK,4526,660,10,100,200,450,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT2,OK,5611,677,20,400,800,1096,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT3,OK,9252,1121,30,900,1800,1980,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT4,OK,14358,1853,40,1600,3200,3028,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT5,OK,20866,2767,50,2500,5000,4178,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT6,OK,28666,3908,60,3600,7200,5738,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT7,OK,37557,5309,70,4900,9800,7516,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT8,OK,48155,6937,80,6400,12800,9336,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT9,OK,59795,8682,90,8100,16200,11454,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT10,OK,73061,10708,100,10000,20000,13804,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT11,OK,87941,12909,110,12100,24200,16192,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT12,OK,103690,15500,120,14400,28800,18770,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,IT13,OK,120956,17960,130,16900,33800,21562,0,0,1,0,
asm_examples/examples/RushHour/RushHourMonSimplForAsmetaSMV.asm,ALL,OK,614434,88991,910,81900,163800,115104,0,0,1,0,
asm_examples/examples/NeedhamSchroeder/NeedhamSchroederWithSpy.asm,IT1,OK,2801,986,0,0,0,0,0,10,13,0,
asm_examples/examples/NeedhamSchroeder/NeedhamSchroederWithSpy.asm,IT2,OK,4162,2930,0,0,0,0,0,20,13,0,
asm_examples/examples/NeedhamSchroeder/NeedhamSchroederWithSpy.asm,IT3,OK,9405,8232,0,0,0,0,0,30,13,0,
asm_examples/examples/NeedhamSchroeder/NeedhamSchroederWithSpy.asm,IT4,OK,20836,19146,0,0,0,0,0,40,13,0,
asm_examples/examples/NeedhamSchroeder/NeedhamSchroederWithSpy.asm,IT5,OK,37059,35040,0,0,0,0,0,50,13,0,
asm_examples/examples/NeedhamSchroeder/NeedhamSchroederWithSpy.asm,ALL,OK,74263,66334,0,0,0,0,0,150,13,0,
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT1,OK,5244,159,10,100,65,266,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT2,OK,6091,88,20,400,229,898,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT3,OK,8966,118,30,900,508,1918,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT4,OK,14322,221,40,1600,833,3396,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT5,OK,20355,252,50,2500,1309,5250,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT6,OK,26687,341,60,3600,1859,7502,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT7,OK,35069,563,70,4900,2591,10184,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT8,OK,44802,602,80,6400,3259,13226,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT9,OK,56225,760,90,8100,4160,16726,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT10,OK,69831,957,100,10000,5243,20432,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT11,OK,85106,1162,110,12100,6275,24634,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT12,OK,108939,1379,120,14400,7380,29508,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,IT13,OK,130023,1600,130,16900,8585,34440,0,0,9,1,8
asm_examples/examples/traffic_light/oneWayTrafficLight.asm,ALL,OK,611660,8202,910,81900,42296,168380,0,0,9,1,8
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT1,OK,2706,209,10,100,100,229,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT2,OK,2289,173,20,400,400,840,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT3,OK,3399,224,30,900,859,1724,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT4,OK,3701,224,40,1600,1247,2751,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT5,OK,4832,232,50,2500,1491,3950,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT6,OK,6535,299,60,3600,1746,5340,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT7,OK,7635,337,70,4900,2102,6930,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT8,OK,9699,410,80,6400,2482,8720,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT9,OK,11529,504,90,8100,2663,10710,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT10,OK,13756,591,100,10000,3079,12900,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT11,OK,16588,667,110,12100,3250,15290,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT12,OK,19245,764,120,14400,3540,17880,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT13,OK,22449,852,130,16900,3899,20670,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT14,OK,25691,961,140,19600,4251,23660,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT15,OK,29916,1075,150,22500,4594,26850,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT16,OK,34736,1202,160,25600,4892,30240,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT17,OK,38640,1389,170,28900,5154,33830,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT18,OK,45225,1464,180,32400,5400,37620,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT19,OK,50706,1656,190,36100,5694,41610,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,IT20,OK,57402,1775,200,40000,6046,45800,0,0,1,0,
asm_examples/examples/coffeeVendingMachine/coffeeVendingMachine.asm,ALL,OK,406679,15008,2100,287000,62889,347544,0,0,1,0,
asm_examples/examples/sleepingBarber/sleepingBarber.asm,IT1,OK,1898,127,10,100,160,170,0,0,1,1,0
asm_examples/examples/sleepingBarber/sleepingBarber.asm,ALL,OK,1898,127,10,100,160,170,0,0,1,1,0
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT1,OK,4743,133,10,100,79,296,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT2,OK,5059,58,20,400,250,1188,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT3,OK,8393,70,30,900,513,2670,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT4,OK,11893,101,40,1600,886,4740,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT5,OK,16828,142,50,2500,1375,7428,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT6,OK,22643,186,60,3600,1914,10768,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT7,OK,30191,218,70,4900,2609,14636,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT8,OK,38444,285,80,6400,3467,19122,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT9,OK,48649,416,90,8100,4233,24220,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT10,OK,60697,434,100,10000,5178,29872,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT11,OK,73862,535,110,12100,6391,36210,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT12,OK,88579,631,120,14400,7410,43080,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT13,OK,105276,720,130,16900,8648,50552,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,IT14,OK,123561,866,140,19600,10144,58646,0,0,7,1,2
asm_examples/examples/sluicegate/sluiceGateMotorCtl.asm,ALL,OK,638818,4795,1050,101500,53097,303428,0,0,7,1,2
asm_examples/examples/ABZ2020/CarSystemModule/CarSystem007/CarSystem007main.asm,IT1,OK,4853,932,0,0,0,0,0,10,2,0,
asm_examples/examples/ABZ2020/CarSystemModule/CarSystem007/CarSystem007main.asm,IT2,OK,6041,1573,0,0,0,0,0,20,2,0,
asm_examples/examples/ABZ2020/CarSystemModule/CarSystem007/CarSystem007main.asm,IT3,OK,8698,2198,0,0,0,0,0,30,2,0,
asm_examples/examples/ABZ2020/CarSystemModule/CarSystem007/CarSystem007main.asm,IT4,OK,12273,3830,0,0,0,0,0,40,2,0,
asm_examples/examples/ABZ2020/CarSystemModule/CarSystem007/CarSystem007main.asm,IT5,OK,16036,5768,0,0,0,0,0,50,2,0,
asm_examples/examples/ABZ2020/CarSystemModule/CarSystem007/CarSystem007main.asm,ALL,OK,47901,14301,0,0,0,0,0,150,2,0,
asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR4.asm,IT1,OK,3079,677,0,0,0,0,9,1,31,0,
asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR4.asm,IT2,OK,2957,1024,0,0,0,0,17,3,31,0,
asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR4.asm,IT3,OK,4174,1723,0,0,0,0,21,9,31,0,
asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR4.asm,IT4,OK,5128,2256,0,0,0,0,28,12,31,0,
asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR4.asm,IT5,OK,7333,3711,0,0,0,0,28,22,31,0,
asm_examples/DAS/TrafficMonitoringSystem/validation/mainForModelCheckingR4.asm,ALL,OK,22671,9391,0,0,0,0,103,47,31,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT1,OK,3935,131,10,100,100,214,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT2,OK,3743,80,20,400,400,764,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT3,OK,6447,118,30,900,900,1676,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT4,OK,8723,160,40,1600,1600,2882,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT5,OK,11804,205,50,2500,2500,4448,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT6,OK,16028,269,60,3600,3600,6278,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT7,OK,21164,359,70,4900,4900,8554,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT8,OK,27297,470,80,6400,6400,11066,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT9,OK,34164,607,90,8100,8100,13890,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT10,OK,42074,730,100,10000,10000,17192,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT11,OK,51316,926,110,12100,12100,20802,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT12,OK,62129,1095,120,14400,14400,24590,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT13,OK,73880,1219,130,16900,16900,28722,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT14,OK,87144,1457,140,19600,19600,33322,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT15,OK,101813,1630,150,22500,22500,38244,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,IT16,OK,118693,1853,160,25600,25600,43340,0,0,5,0,
asm_examples/examples/traffic_light/oneWayTrafficLightUsingEnum.asm,ALL,OK,670354,11309,1360,149600,149600,255984,0,0,5,0,
asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1_C.asm,IT1,OK,3213,902,0,0,0,0,9,0,43,0,
asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1_C.asm,IT2,OK,2766,1085,0,0,0,0,18,0,43,0,
asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1_C.asm,IT3,OK,3065,1388,0,0,0,0,21,0,43,0,
asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1_C.asm,IT4,OK,4551,2295,0,0,0,0,29,0,43,0,
asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1_C.asm,IT5,OK,5704,3324,0,0,0,0,34,0,43,0,
asm_examples/examples/flashProtocol/flashProtocol_N2_L1_Q1_C.asm,ALL,OK,19299,8994,0,0,0,0,111,0,43,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT1,OK,5051,97,10,100,100,248,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT2,OK,6125,31,20,400,400,1082,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT3,OK,10453,44,30,900,900,2628,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT4,OK,15529,70,40,1600,1600,4534,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT5,OK,22735,143,50,2500,2500,7304,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT6,OK,30745,163,60,3600,3600,10432,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT7,OK,41198,161,70,4900,4900,14400,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT8,OK,52839,207,80,6400,6400,18804,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT9,OK,66869,268,90,8100,8100,23900,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT10,OK,84631,326,100,10000,10000,29540,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT11,OK,103279,480,110,12100,12100,35872,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT12,OK,123911,470,120,14400,14400,42618,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,IT13,OK,147471,534,130,16900,16900,49966,0,0,9,0,
asm_examples/examples/TrafficLightYakindu/TrafficLight0/TrafficLight_0.asm,ALL,OK,710836,2994,910,81900,81900,241328,0,0,9,0,
asm_examples/examples/simple_example/ATM3.asm,IT1,OK,1781,186,0,0,0,0,0,10,15,0,
asm_examples/examples/simple_example/ATM3.asm,IT2,OK,1512,313,0,0,0,0,0,20,15,0,
asm_examples/examples/simple_example/ATM3.asm,IT3,OK,1377,301,0,0,0,0,0,30,15,0,
asm_examples/examples/simple_example/ATM3.asm,IT4,OK,1609,399,0,0,0,0,0,40,15,0,
asm_examples/examples/simple_example/ATM3.asm,IT5,OK,2226,565,0,0,0,0,0,50,15,0,
asm_examples/examples/simple_example/ATM3.asm,ALL,OK,8505,1764,0,0,0,0,0,150,15,0,
asm_examples/examples/GilbreathCardTrick/GilbreathCardTrick.asm,IT1,OK,4198,2807,0,0,0,0,0,10,7,0,
asm_examples/examples/GilbreathCardTrick/GilbreathCardTrick.asm,IT2,OK,11875,11252,0,0,0,0,0,20,7,0,
asm_examples/examples/GilbreathCardTrick/GilbreathCardTrick.asm,IT3,OK,33981,33195,0,0,0,0,0,30,7,0,
asm_examples/examples/GilbreathCardTrick/GilbreathCardTrick.asm,IT4,OK,78016,76977,0,0,0,0,0,40,7,0,
asm_examples/examples/GilbreathCardTrick/GilbreathCardTrick.asm,IT5,OK,149608,148387,0,0,0,0,0,50,7,0,
asm_examples/examples/GilbreathCardTrick/GilbreathCardTrick.asm,ALL,OK,277678,272618,0,0,0,0,0,150,7,0,
asm_examples/DAS/TrafficMonitoringSystem/mainUnique.asm,IT1,OK,3374,866,0,0,0,0,9,1,31,0,
asm_examples/DAS/TrafficMonitoringSystem/mainUnique.asm,IT2,OK,3346,1588,0,0,0,0,13,7,31,0,
asm_examples/DAS/TrafficMonitoringSystem/mainUnique.asm,IT3,OK,4722,2410,0,0,0,0,19,11,31,0,
asm_examples/DAS/TrafficMonitoringSystem/mainUnique.asm,IT4,OK,7289,4165,0,0,0,0,24,16,31,0,
asm_examples/DAS/TrafficMonitoringSystem/mainUnique.asm,IT5,OK,10175,6379,0,0,0,0,25,25,31,0,
asm_examples/DAS/TrafficMonitoringSystem/mainUnique.asm,ALL,OK,28906,15408,0,0,0,0,90,60,31,0,
asm_examples/examples/railRoadGate/railroadGate.asm,IT1,OK,2134,103,10,7,26,33,0,0,1,0,
