AsmSpec,EvoAvalla,Random,Atgt
Ascensore,85879,51,640
ATM3v2,0,107,0
CashPoint,150513,53,0
Cassaforte,0,24,0
Certifier_nochoose_noundef,103713,56,8808
CoffeeVendingMachineNC,87807,10,0
Contatore_U_DA_H,80705,8,0
Dado,79119,79,0
Ferryman,78699,2,0
Forno,78236,3,378
LIFT,0,228,0
Phd_master_flat2_v1,86822,22,2429
Pillbox_1,78749,17,3154
RailroadGate,74661,3,0
RegistroDiCassav4,77065,3,0
SiGistica,77455,5,0
SIS,0,45,729
SmartHome,0,42,0
Stufa,75898,1,0
TrafficLightv2,73346,2,0
