AsmSpec,EvoAvalla,Random,Atgt
Ascensore,80237,46,639
ATM3v2,0,193,0
CashPoint,90528,20,0
Cassaforte,0,33,0
Certifier_nochoose_noundef,79928,37,4566
CoffeeVendingMachineNC,74049,11,0
Contatore_U_DA_H,74108,17,0
Dado,73721,13,0
Ferryman,74421,8,0
Forno,72810,8,270
LIFT,0,287,0
Phd_master_flat2_v1,81235,44,2087
Pillbox_1,76837,18,3135
RailroadGate,73378,3,0
RegistroDiCassav4,77435,5,0
SiGistica,75641,11,0
SIS,0,54,759
SmartHome,0,28,0
Stufa,75162,2,0
TrafficLightv2,73148,3,0
